"strain","freq","mic","n","dose","run"
"b5",376974155089.637,2.78255940220712,10,12,7
"b6",25751107.9552938,3.59381366380463,10,12,7
"b7",1,4.64158883361278,10,12,7
"b8",0,5.99484250318941,10,12,7
"b9",0,7.74263682681127,10,12,7
"b10",0,10,10,12,7
"b1",2645857310474.69,1,10,12,8
"b2",3025839918960.43,1.29154966501488,10,12,8
"b3",4285412919693.29,1.66810053720006,10,12,8
"b4",4150981711026.27,2.15443469003188,10,12,8
"b5",569116138091.329,2.78255940220712,10,12,8
"b6",112480351.758518,3.59381366380463,10,12,8
"b7",6.22382470349433,4.64158883361278,10,12,8
"b8",0,5.99484250318941,10,12,8
"b9",0,7.74263682681127,10,12,8
"b10",0,10,10,12,8
"b1",2596930800828.3,1,10,12,9
"b2",3103347359035.51,1.29154966501488,10,12,9
"b3",4207424928188.17,1.66810053720006,10,12,9
"b4",4206070588400.59,2.15443469003188,10,12,9
"b5",570356688372.075,2.78255940220712,10,12,9
"b6",62516158.5133363,3.59381366380463,10,12,9
"b7",1,4.64158883361278,10,12,9
"b8",0,5.99484250318941,10,12,9
"b9",0,7.74263682681127,10,12,9
"b10",0,10,10,12,9
"b1",2611598025614.52,1,10,12,10
"b2",3208662302949.19,1.29154966501488,10,12,10
"b3",4189677601029.4,1.66810053720006,10,12,10
"b4",4160533793452.22,2.15443469003188,10,12,10
"b5",489280034090.645,2.78255940220712,10,12,10
"b6",43291670.2154715,3.59381366380463,10,12,10
"b7",0,4.64158883361278,10,12,10
"b8",0,5.99484250318941,10,12,10
"b9",0,7.74263682681127,10,12,10
"b10",0,10,10,12,10
"b1",2306447193037.4,1,10,13,1
"b2",2848876032723.03,1.29154966501488,10,13,1
"b3",3427684209914.72,1.66810053720006,10,13,1
"b4",4198408374174.39,2.15443469003188,10,13,1
"b5",1719151267211.52,2.78255940220712,10,13,1
"b6",1478829379.39415,3.59381366380463,10,13,1
"b7",38.4760749861174,4.64158883361278,10,13,1
"b8",0,5.99484250318941,10,13,1
"b9",0,7.74263682681127,10,13,1
"b10",0,10,10,13,1
"b1",2281730820032.74,1,10,13,2
"b2",2702622750009.48,1.29154966501488,10,13,2
"b3",3750293487993.32,1.66810053720006,10,13,2
"b4",4169023716231.19,2.15443469003188,10,13,2
"b5",1599702419813.36,2.78255940220712,10,13,2
"b6",1401772616.54994,3.59381366380463,10,13,2
"b7",41.4475033687433,4.64158883361278,10,13,2
"b8",0,5.99484250318941,10,13,2
"b9",0,7.74263682681127,10,13,2
"b10",0,10,10,13,2
"b1",2286889511372.74,1,10,13,3
"b2",2722380009351.38,1.29154966501488,10,13,3
"b3",3598161844643.86,1.66810053720006,10,13,3
"b4",4395649009887.61,2.15443469003188,10,13,3
"b5",1499841283684.29,2.78255940220712,10,13,3
"b6",793289025.924112,3.59381366380463,10,13,3
"b7",19.0987748785676,4.64158883361278,10,13,3
"b8",0,5.99484250318941,10,13,3
"b9",0,7.74263682681127,10,13,3
"b10",0,10,10,13,3
"b1",2281730820032.74,1,10,13,4
"b2",2702622750009.48,1.29154966501488,10,13,4
"b3",3750293487993.32,1.66810053720006,10,13,4
"b4",4169023716231.19,2.15443469003188,10,13,4
"b5",1599702419813.36,2.78255940220712,10,13,4
"b6",1401772616.54994,3.59381366380463,10,13,4
"b7",41.4475033687433,4.64158883361278,10,13,4
"b8",0,5.99484250318941,10,13,4
"b9",0,7.74263682681127,10,13,4
"b10",0,10,10,13,4
"b1",2311653642824.02,1,10,13,5
"b2",2837257974583.21,1.29154966501488,10,13,5
"b3",3730416649726.89,1.66810053720006,10,13,5
"b4",4294448213649.38,2.15443469003188,10,13,5
"b5",1282184251639.42,2.78255940220712,10,13,5
"b6",631819918.750466,3.59381366380463,10,13,5
"b7",13.2687316785422,4.64158883361278,10,13,5
"b8",0,5.99484250318941,10,13,5
"b9",0,7.74263682681127,10,13,5
"b10",0,10,10,13,5
"b1",2337204936192.6,1,10,13,6
"b2",2803183521030.85,1.29154966501488,10,13,6
"b3",3696650121355.77,1.66810053720006,10,13,6
"b4",4463078702229.58,2.15443469003188,10,13,6
"b5",1147054553285.61,2.78255940220712,10,13,6
"b6",304728727.251163,3.59381366380463,10,13,6
"b7",17.3211207586674,4.64158883361278,10,13,6
"b8",0,5.99484250318941,10,13,6
"b9",0,7.74263682681127,10,13,6
"b10",0,10,10,13,6
"b1",2317782468989.71,1,10,13,7
"b2",2872494767858.77,1.29154966501488,10,13,7
"b3",3826744919563.18,1.66810053720006,10,13,7
"b4",4337577574545.91,2.15443469003188,10,13,7
"b5",1074396502299.22,2.78255940220712,10,13,7
"b6",463705884.474335,3.59381366380463,10,13,7
"b7",14.2116123091961,4.64158883361278,10,13,7
"b8",0,5.99484250318941,10,13,7
"b9",0,7.74263682681127,10,13,7
"b10",0,10,10,13,7
"b1",2310311411084.71,1,10,13,8
"b2",2694478086954.92,1.29154966501488,10,13,8
"b3",3766338042309.87,1.66810053720006,10,13,8
"b4",4419159239863.37,2.15443469003188,10,13,8
"b5",1286432591770.18,2.78255940220712,10,13,8
"b6",348642409.44987,3.59381366380463,10,13,8
"b7",8.04756048796238,4.64158883361278,10,13,8
"b8",0,5.99484250318941,10,13,8
"b9",0,7.74263682681127,10,13,8
"b10",0,10,10,13,8
"b1",2270719865263.98,1,10,13,9
"b2",2826200619678.2,1.29154966501488,10,13,9
"b3",3840109144333.53,1.66810053720006,10,13,9
"b4",4333360114298.17,2.15443469003188,10,13,9
"b5",1186552935198.98,2.78255940220712,10,13,9
"b6",567494030.57589,3.59381366380463,10,13,9
"b7",15.0951415464024,4.64158883361278,10,13,9
"b8",0,5.99484250318941,10,13,9
"b9",0,7.74263682681127,10,13,9
"b10",0,10,10,13,9
"b1",2280359490541.87,1,10,13,10
"b2",2239896203227.5,1.29154966501488,10,13,10
"b3",3750862461366.93,1.66810053720006,10,13,10
"b4",4627441258794.5,2.15443469003188,10,13,10
"b5",1681541360246.27,2.78255940220712,10,13,10
"b6",1182163461.26749,3.59381366380463,10,13,10
"b7",29.5310673378122,4.64158883361278,10,13,10
"b8",0,5.99484250318941,10,13,10
"b9",0,7.74263682681127,10,13,10
"b10",0,10,10,13,10
"b1",2071126589972.38,1,10,14,1
"b2",2530864828086.05,1.29154966501488,10,14,1
"b3",3336715847871.41,1.66810053720006,10,14,1
"b4",4316866439219.68,2.15443469003188,10,14,1
"b5",1975052875278.86,2.78255940220712,10,14,1
"b6",3580526550.47272,3.59381366380463,10,14,1
"b7",139.913813256256,4.64158883361278,10,14,1
"b8",0,5.99484250318941,10,14,1
"b9",0,7.74263682681127,10,14,1
"b10",0,10,10,14,1
"b1",2035784436280.63,1,10,14,2
"b2",2489495100851.62,1.29154966501488,10,14,2
"b3",3543797226445.03,1.66810053720006,10,14,2
"b4",4141578074304.41,2.15443469003188,10,14,2
"b5",2028970540598.34,2.78255940220712,10,14,2
"b6",2393449259.78837,3.59381366380463,10,14,2
"b7",74.7824523754965,4.64158883361278,10,14,2
"b8",0,5.99484250318941,10,14,2
"b9",0,7.74263682681127,10,14,2
"b10",0,10,10,14,2
"b1",2030661319479.49,1,10,14,3
"b2",2536976875311.21,1.29154966501488,10,14,3
"b3",3584579976310.12,1.66810053720006,10,14,3
"b4",4220723624633.3,2.15443469003188,10,14,3
"b5",1846842775695.83,2.78255940220712,10,14,3
"b6",1940912639.48361,3.59381366380463,10,14,3
"b7",9578.68282313224,4.64158883361278,10,14,3
"b8",0,5.99484250318941,10,14,3
"b9",0,7.74263682681127,10,14,3
"b10",0,10,10,14,3
"b1",2060162135020.84,1,10,14,4
"b2",2536150575577.73,1.29154966501488,10,14,4
"b3",3406468822751.25,1.66810053720006,10,14,4
"b4",4404841149550.18,2.15443469003188,10,14,4
"b5",1811106507292.73,2.78255940220712,10,14,4
"b6",3542809151.69325,3.59381366380463,10,14,4
"b7",95.1577197148734,4.64158883361278,10,14,4
"b8",0,5.99484250318941,10,14,4
"b9",0,7.74263682681127,10,14,4
"b10",0,10,10,14,4
"b1",2028221964782.16,1,10,14,5
"b2",2356327861524.74,1.29154966501488,10,14,5
"b3",3314219556874.77,1.66810053720006,10,14,5
"b4",4424846881443.26,2.15443469003188,10,14,5
"b5",2164413615711.64,2.78255940220712,10,14,5
"b6",3379256795.85919,3.59381366380463,10,14,5
"b7",102.789551346465,4.64158883361278,10,14,5
"b8",0,5.99484250318941,10,14,5
"b9",0,7.74263682681127,10,14,5
"b10",0,10,10,14,5
"b1",2036653623774.67,1,10,14,6
"b2",2315365175956.07,1.29154966501488,10,14,6
"b3",3497645333358.7,1.66810053720006,10,14,6
"b4",4058708092281.92,2.15443469003188,10,14,6
"b5",2381278003963.92,2.78255940220712,10,14,6
"b6",6344645775.80882,3.59381366380463,10,14,6
"b7",9273.92572528112,4.64158883361278,10,14,6
"b8",0,5.99484250318941,10,14,6
"b9",0,7.74263682681127,10,14,6
"b10",0,10,10,14,6
"b1",2049222512733.81,1,10,14,7
"b2",2463306118675.89,1.29154966501488,10,14,7
"b3",3566950711542.35,1.66810053720006,10,14,7
"b4",4398141442538.61,2.15443469003188,10,14,7
"b5",1743401489752.89,2.78255940220712,10,14,7
"b6",1861248292.56214,3.59381366380463,10,14,7
"b7",44.3728850582786,4.64158883361278,10,14,7
"b8",0,5.99484250318941,10,14,7
"b9",0,7.74263682681127,10,14,7
"b10",0,10,10,14,7
"b1",2043831903592.54,1,10,14,8
"b2",2441574094701.44,1.29154966501488,10,14,8
"b3",3211561686464.5,1.66810053720006,10,14,8
"b4",4468739996319.49,2.15443469003188,10,14,8
"b5",2106596458881.56,2.78255940220712,10,14,8
"b6",2748996867.43028,3.59381366380463,10,14,8
"b7",83.7133460352079,4.64158883361278,10,14,8
"b8",0,5.99484250318941,10,14,8
"b9",0,7.74263682681127,10,14,8
"b10",0,10,10,14,8
"b1",2049222512733.81,1,10,14,9
"b2",2463306118675.89,1.29154966501488,10,14,9
"b3",3566950711542.35,1.66810053720006,10,14,9
"b4",4398141442538.61,2.15443469003188,10,14,9
"b5",1743401489752.89,2.78255940220712,10,14,9
"b6",1861248292.56214,3.59381366380463,10,14,9
"b7",44.3728850582786,4.64158883361278,10,14,9
"b8",0,5.99484250318941,10,14,9
"b9",0,7.74263682681127,10,14,9
"b10",0,10,10,14,9
"b1",2046289778534.51,1,10,14,10
"b2",2490248417517.35,1.29154966501488,10,14,10
"b3",3463801165590.74,1.66810053720006,10,14,10
"b4",4464850969808.75,2.15443469003188,10,14,10
"b5",1759343290164.05,2.78255940220712,10,14,10
"b6",3098928492.21032,3.59381366380463,10,14,10
"b7",76.6832039877723,4.64158883361278,10,14,10
"b8",0,5.99484250318941,10,14,10
"b9",0,7.74263682681127,10,14,10
"b10",0,10,10,14,10
"b1",1811359438929.44,1,10,15,1
"b2",2338430243984.79,1.29154966501488,10,15,1
"b3",3320382028289.6,1.66810053720006,10,15,1
"b4",3952116231095.58,2.15443469003188,10,15,1
"b5",2554167268221.34,2.78255940220712,10,15,1
"b6",11378967599.364,3.59381366380463,10,15,1
"b7",26776.3485360611,4.64158883361278,10,15,1
"b8",0,5.99484250318941,10,15,1
"b9",0,7.74263682681127,10,15,1
"b10",0,10,10,15,1
"b1",1841726385517.96,1,10,15,2
"b2",2167327465607.62,1.29154966501488,10,15,2
"b3",2905605669134.57,1.66810053720006,10,15,2
"b4",4213914454303.3,2.15443469003188,10,15,2
"b5",2907538907684.23,2.78255940220712,10,15,2
"b6",28159454353.065,3.59381366380463,10,15,2
"b7",606571.798474326,4.64158883361278,10,15,2
"b8",0,5.99484250318941,10,15,2
"b9",0,7.74263682681127,10,15,2
"b10",0,10,10,15,2
"b1",1782574258471.37,1,10,15,3
"b2",2354385058573.45,1.29154966501488,10,15,3
"b3",3300813406966.06,1.66810053720006,10,15,3
"b4",3889130074269.69,2.15443469003188,10,15,3
"b5",2657293028716.17,2.78255940220712,10,15,3
"b6",21512023666.735,3.59381366380463,10,15,3
"b7",265085.395656515,4.64158883361278,10,15,3
"b8",0,5.99484250318941,10,15,3
"b9",0,7.74263682681127,10,15,3
"b10",0,10,10,15,3
"b1",1818366230798.84,1,10,15,4
"b2",2270904938685.63,1.29154966501488,10,15,4
"b3",3102225605995.11,1.66810053720006,10,15,4
"b4",4200991878705.74,2.15443469003188,10,15,4
"b5",2607596933386.09,2.78255940220712,10,15,4
"b6",19185147438.452,3.59381366380463,10,15,4
"b7",296147.819981881,4.64158883361278,10,15,4
"b8",0,5.99484250318941,10,15,4
"b9",0,7.74263682681127,10,15,4
"b10",0,10,10,15,4
"b1",1831380108536.09,1,10,15,5
"b2",2239522408968.79,1.29154966501488,10,15,5
"b3",3264895879035.32,1.66810053720006,10,15,5
"b4",4264741345008.08,2.15443469003188,10,15,5
"b5",2379812479182.96,2.78255940220712,10,15,5
"b6",12350132057.5827,3.59381366380463,10,15,5
"b7",27165.9472355596,4.64158883361278,10,15,5
"b8",0,5.99484250318941,10,15,5
"b9",0,7.74263682681127,10,15,5
"b10",0,10,10,15,5
"b1",1804256081071.62,1,10,15,6
"b2",2337154459055.72,1.29154966501488,10,15,6
"b3",3279615961586.73,1.66810053720006,10,15,6
"b4",3982144290797.34,2.15443469003188,10,15,6
"b5",2578491386413.88,2.78255940220712,10,15,6
"b6",14323692513.5216,3.59381366380463,10,15,6
"b7",139654.655243749,4.64158883361278,10,15,6
"b8",0,5.99484250318941,10,15,6
"b9",0,7.74263682681127,10,15,6
"b10",0,10,10,15,6
"b1",1804703995219.66,1,10,15,7
"b2",2172468999327.86,1.29154966501488,10,15,7
"b3",3016340469579.5,1.66810053720006,10,15,7
"b4",4072409249280.98,2.15443469003188,10,15,7
"b5",2974316957256.45,2.78255940220712,10,15,7
"b6",34104155341.9759,3.59381366380463,10,15,7
"b7",378070.016445106,4.64158883361278,10,15,7
"b8",0,5.99484250318941,10,15,7
"b9",0,7.74263682681127,10,15,7
"b10",0,10,10,15,7
"b1",1818554812749.88,1,10,15,8
"b2",2275070616470.1,1.29154966501488,10,15,8
"b3",2858260662249.71,1.66810053720006,10,15,8
"b4",4110353120245.65,2.15443469003188,10,15,8
"b5",2960442403799.19,2.78255940220712,10,15,8
"b6",38933981244.2482,3.59381366380463,10,15,8
"b7",451250.871934294,4.64158883361278,10,15,8
"b8",0,5.99484250318941,10,15,8
"b9",0,7.74263682681127,10,15,8
"b10",0,10,10,15,8
"b1",1805088839326.68,1,10,15,9
"b2",2239852055948.93,1.29154966501488,10,15,9
"b3",3161629005394.38,1.66810053720006,10,15,9
"b4",4281980698782.53,2.15443469003188,10,15,9
"b5",2519401679894.36,2.78255940220712,10,15,9
"b6",10728613321.7319,3.59381366380463,10,15,9
"b7",83810.4773661722,4.64158883361278,10,15,9
"b8",0,5.99484250318941,10,15,9
"b9",0,7.74263682681127,10,15,9
"b10",0,10,10,15,9
"b1",1792066613413.95,1,10,15,10
"b2",2350617108229.59,1.29154966501488,10,15,10
"b3",3352769593175.8,1.66810053720006,10,15,10
"b4",4013499838133.15,2.15443469003188,10,15,10
"b5",2460747676752.19,2.78255940220712,10,15,10
"b6",16172714937.7383,3.59381366380463,10,15,10
"b7",92042.0833367644,4.64158883361278,10,15,10
"b8",0,5.99484250318941,10,15,10
"b9",0,7.74263682681127,10,15,10
"b10",0,10,10,15,10
"b1",1584916655688.54,1,10,16,1
"b2",2073264888701.77,1.29154966501488,10,16,1
"b3",2988366007551.88,1.66810053720006,10,16,1
"b4",3741671056533.62,2.15443469003188,10,16,1
"b5",3264031662091.38,2.78255940220712,10,16,1
"b6",177358367941.266,3.59381366380463,10,16,1
"b7",12728519.5433789,4.64158883361278,10,16,1
"b8",0,5.99484250318941,10,16,1
"b9",0,7.74263682681127,10,16,1
"b10",0,10,10,16,1
"b1",1594765289020.72,1,10,16,2
"b2",2089822507693.21,1.29154966501488,10,16,2
"b3",2948158523601.81,1.66810053720006,10,16,2
"b4",3866551326026.93,2.15443469003188,10,16,2
"b5",3224957017096.48,2.78255940220712,10,16,2
"b6",79688802912.8351,3.59381366380463,10,16,2
"b7",1622793.42830057,4.64158883361278,10,16,2
"b8",0,5.99484250318941,10,16,2
"b9",0,7.74263682681127,10,16,2
"b10",0,10,10,16,2
"b1",1557119641704.77,1,10,16,3
"b2",2028621079813.97,1.29154966501488,10,16,3
"b3",3015778082100.93,1.66810053720006,10,16,3
"b4",3610307094393.35,2.15443469003188,10,16,3
"b5",3495716255078.22,2.78255940220712,10,16,3
"b6",150306534633.404,3.59381366380463,10,16,3
"b7",5761124.97362236,4.64158883361278,10,16,3
"b8",0,5.99484250318941,10,16,3
"b9",0,7.74263682681127,10,16,3
"b10",0,10,10,16,3
"b1",1594765289020.72,1,10,16,4
"b2",2089822507693.21,1.29154966501488,10,16,4
"b3",2948158523601.81,1.66810053720006,10,16,4
"b4",3866551326026.93,2.15443469003188,10,16,4
"b5",3224957017096.48,2.78255940220712,10,16,4
"b6",79688802912.8351,3.59381366380463,10,16,4
"b7",1622793.42830057,4.64158883361278,10,16,4
"b8",0,5.99484250318941,10,16,4
"b9",0,7.74263682681127,10,16,4
"b10",0,10,10,16,4
"b1",1581610618062.34,1,10,16,5
"b2",2073190118065.67,1.29154966501488,10,16,5
"b3",3000230688071.25,1.66810053720006,10,16,5
"b4",3787776240721.63,2.15443469003188,10,16,5
"b5",3230632768858.19,2.78255940220712,10,16,5
"b6",149488944349.324,3.59381366380463,10,16,5
"b7",5708128.57392167,4.64158883361278,10,16,5
"b8",0,5.99484250318941,10,16,5
"b9",0,7.74263682681127,10,16,5
"b10",0,10,10,16,5
"b1",1607498091201.64,1,10,16,6
"b2",2037004801938.77,1.29154966501488,10,16,6
"b3",2952971357978.96,1.66810053720006,10,16,6
"b4",3780743994166.89,2.15443469003188,10,16,6
"b5",3307580680216.37,2.78255940220712,10,16,6
"b6",140292426850.364,3.59381366380463,10,16,6
"b7",7016820.85560224,4.64158883361278,10,16,6
"b8",1,5.99484250318941,10,16,6
"b9",0,7.74263682681127,10,16,6
"b10",0,10,10,16,6
"b1",1594127980288.07,1,10,16,7
"b2",2146202779468.79,1.29154966501488,10,16,7
"b3",2725515427557.07,1.66810053720006,10,16,7
"b4",3964233512504.78,2.15443469003188,10,16,7
"b5",3273340219594.97,2.78255940220712,10,16,7
"b6",117811121590.572,3.59381366380463,10,16,7
"b7",2989902.71416748,4.64158883361278,10,16,7
"b8",0,5.99484250318941,10,16,7
"b9",0,7.74263682681127,10,16,7
"b10",0,10,10,16,7
"b1",1581528854461.07,1,10,16,8
"b2",1912462316351.36,1.29154966501488,10,16,8
"b3",2966676793293.89,1.66810053720006,10,16,8
"b4",3857039974727.48,2.15443469003188,10,16,8
"b5",3389732242614.48,2.78255940220712,10,16,8
"b6",164318256321.785,3.59381366380463,10,16,8
"b7",7469947.51546095,4.64158883361278,10,16,8
"b8",0,5.99484250318941,10,16,8
"b9",0,7.74263682681127,10,16,8
"b10",0,10,10,16,8
"b1",1579105304532.29,1,10,16,9
"b2",2049219369040.46,1.29154966501488,10,16,9
"b3",3166627323159.47,1.66810053720006,10,16,9
"b4",3821291576240.7,2.15443469003188,10,16,9
"b5",3070748649379.57,2.78255940220712,10,16,9
"b6",111229212410.962,3.59381366380463,10,16,9
"b7",4258511.44332308,4.64158883361278,10,16,9
"b8",0,5.99484250318941,10,16,9
"b9",0,7.74263682681127,10,16,9
"b10",0,10,10,16,9
"b1",1593241537142.14,1,10,16,10
"b2",1983042987767.5,1.29154966501488,10,16,10
"b3",2903125151916.96,1.66810053720006,10,16,10
"b4",3794029414055.39,2.15443469003188,10,16,10
"b5",3452105035026.55,2.78255940220712,10,16,10
"b6",128650093808.759,3.59381366380463,10,16,10
"b7",3362718.59551239,4.64158883361278,10,16,10
"b8",0,5.99484250318941,10,16,10
"b9",0,7.74263682681127,10,16,10
"b10",0,10,10,16,10
"b1",1406998603951.62,1,10,17,1
"b2",1937434152926.51,1.29154966501488,10,17,1
"b3",2630456170796.67,1.66810053720006,10,17,1
"b4",3658911732757.11,2.15443469003188,10,17,1
"b5",3635707965968.01,2.78255940220712,10,17,1
"b6",359041467299.584,3.59381366380463,10,17,1
"b7",43186920.0524241,4.64158883361278,10,17,1
"b8",2,5.99484250318941,10,17,1
"b9",0,7.74263682681127,10,17,1
"b10",0,10,10,17,1
"b1",1393877234971.14,1,10,17,2
"b2",1927496500304.26,1.29154966501488,10,17,2
"b3",2644665562954.97,1.66810053720006,10,17,2
"b4",3563522613393.5,2.15443469003188,10,17,2
"b5",3716685192446.73,2.78255940220712,10,17,2
"b6",401816868062.657,3.59381366380463,10,17,2
"b7",47625295.9476587,4.64158883361278,10,17,2
"b8",1,5.99484250318941,10,17,2
"b9",0,7.74263682681127,10,17,2
"b10",0,10,10,17,2
"b1",1415819822816.72,1,10,17,3
"b2",1821827464093.02,1.29154966501488,10,17,3
"b3",2330208306213.61,1.66810053720006,10,17,3
"b4",3785358995945.32,2.15443469003188,10,17,3
"b5",3900980843932.86,2.78255940220712,10,17,3
"b6",455309473089.964,3.59381366380463,10,17,3
"b7",48064336.0382254,4.64158883361278,10,17,3
"b8",0,5.99484250318941,10,17,3
"b9",0,7.74263682681127,10,17,3
"b10",0,10,10,17,3
"b1",1423053042635.67,1,10,17,4
"b2",1932540274196.47,1.29154966501488,10,17,4
"b3",2547568184721.49,1.66810053720006,10,17,4
"b4",3576490262419.29,2.15443469003188,10,17,4
"b5",3711466661509.79,2.78255940220712,10,17,4
"b6",458624112835.915,3.59381366380463,10,17,4
"b7",69986807.5412341,4.64158883361278,10,17,4
"b8",7.30275533832103,5.99484250318941,10,17,4
"b9",0,7.74263682681127,10,17,4
"b10",0,10,10,17,4
"b1",1419488890344.24,1,10,17,5
"b2",1821947604905.89,1.29154966501488,10,17,5
"b3",2702331481204.9,1.66810053720006,10,17,5
"b4",3745083840275.19,2.15443469003188,10,17,5
"b5",3575114703197.07,2.78255940220712,10,17,5
"b6",377940361713.142,3.59381366380463,10,17,5
"b7",30678334.5520492,4.64158883361278,10,17,5
"b8",1,5.99484250318941,10,17,5
"b9",0,7.74263682681127,10,17,5
"b10",0,10,10,17,5
"b1",1404127528163.59,1,10,17,6
"b2",1961607089617.6,1.29154966501488,10,17,6
"b3",2747043452371.85,1.66810053720006,10,17,6
"b4",3476348393438.54,2.15443469003188,10,17,6
"b5",3623807235451.65,2.78255940220712,10,17,6
"b6",408253818931.044,3.59381366380463,10,17,6
"b7",44584149.2378512,4.64158883361278,10,17,6
"b8",4.18517642935919,5.99484250318941,10,17,6
"b9",0,7.74263682681127,10,17,6
"b10",0,10,10,17,6
"b1",1282654626380.85,1,10,17,7
"b2",1889262335620.71,1.29154966501488,10,17,7
"b3",2626240974046.39,1.66810053720006,10,17,7
"b4",3391188639700.35,2.15443469003188,10,17,7
"b5",3887574331777.99,2.78255940220712,10,17,7
"b6",689293435244.897,3.59381366380463,10,17,7
"b7",144619273.211109,4.64158883361278,10,17,7
"b8",3.02519567180417,5.99484250318941,10,17,7
"b9",0,7.74263682681127,10,17,7
"b10",0,10,10,17,7
"b1",1282654626380.85,1,10,17,8
"b2",1889262335620.71,1.29154966501488,10,17,8
"b3",2626240974046.39,1.66810053720006,10,17,8
"b4",3391188639700.35,2.15443469003188,10,17,8
"b5",3887574331777.99,2.78255940220712,10,17,8
"b6",689293435244.897,3.59381366380463,10,17,8
"b7",144619273.211109,4.64158883361278,10,17,8
"b8",3.02519567180417,5.99484250318941,10,17,8
"b9",0,7.74263682681127,10,17,8
"b10",0,10,10,17,8
"b1",1402882743728.55,1,10,17,9
"b2",1963200714608.73,1.29154966501488,10,17,9
"b3",2511641421446.44,1.66810053720006,10,17,9
"b4",3508365033444.58,2.15443469003188,10,17,9
"b5",3851716822391.36,2.78255940220712,10,17,9
"b6",420912845971.524,3.59381366380463,10,17,9
"b7",105245465.496812,4.64158883361278,10,17,9
"b8",3,5.99484250318941,10,17,9
"b9",0,7.74263682681127,10,17,9
"b10",0,10,10,17,9
"b1",1376129363680.27,1,10,17,10
"b2",1858374983354.2,1.29154966501488,10,17,10
"b3",2864205599585.12,1.66810053720006,10,17,10
"b4",3675264803139.43,2.15443469003188,10,17,10
"b5",3515561241818.52,2.78255940220712,10,17,10
"b6",340995007343.512,3.59381366380463,10,17,10
"b7",24568019.0892904,4.64158883361278,10,17,10
"b8",0,5.99484250318941,10,17,10
"b9",0,7.74263682681127,10,17,10
"b10",0,10,10,17,10
"b1",1259026472013.56,1,10,18,1
"b2",1724760135849.72,1.29154966501488,10,18,1
"b3",2505567651283.69,1.66810053720006,10,18,1
"b4",3362242529155.23,2.15443469003188,10,18,1
"b5",3676260616247.7,2.78255940220712,10,18,1
"b6",935459715535.706,3.59381366380463,10,18,1
